
 2.21482, -74.32664, 491.55711, 27.83215, -0.82078,  1.73535,  1.42789, -73.26049, 459.90544, 12.66965, -1.54982,  0.65754
 2.03517, -74.19165, 491.03181, 27.69633, -0.89246,  1.73535,  1.33780, -73.08053, 458.85027, 12.71452, -1.56760,  0.60041
 2.21482, -74.32664, 491.73222, 27.83215, -0.82078,  1.77350,  1.29276, -73.30548, 460.08131, 12.75938, -1.62091,  0.62897
 1.85551, -74.14665, 491.38201, 27.74160, -0.76703,  1.81165,  1.06753, -73.08053, 459.72958, 12.66965, -1.69200,  0.66706
 2.12499, -74.23665, 492.25752, 27.71897, -0.76703,  1.79257,  1.56303, -73.21550, 459.72958, 12.66965, -1.60314,  0.61945
 1.99025, -74.23665, 492.43262, 27.92269, -0.76703,  1.82118,  1.47294, -73.12552, 459.02613, 12.64722, -1.67423,  0.63849
 1.99025, -74.28164, 492.25752, 27.76424, -0.65952,  1.76396,  1.47294, -73.26049, 458.67441, 12.75938, -1.72755,  0.58137
 2.16990, -74.23665, 491.38201, 27.80951, -0.60576,  1.85933,  1.65312, -73.12552, 459.37786, 12.69209, -1.65646,  0.58137
 2.16990, -74.14665, 492.08242, 27.76424, -0.67744,  1.75442,  1.56303, -73.17051, 460.08131, 12.69209, -1.78086,  0.61945
 1.99025, -74.23665, 491.90732, 27.85478, -0.56993,  1.80211,  1.65312, -73.17051, 459.37786, 12.71452, -1.78086,  0.59089
 1.99025, -74.10165, 491.55711, 27.85478, -0.69536,  1.85933,  1.56303, -73.08053, 459.20199, 12.75938, -1.83418,  0.60993
 1.94534, -74.10165, 491.55711, 27.87742, -0.64160,  1.78304,  1.56303, -73.30548, 459.20199, 12.73695, -1.76309,  0.56232
 1.94534, -74.28164, 492.25752, 27.78687, -0.55201,  1.83072,  1.47294, -73.12552, 459.37786, 12.84911, -1.90527,  0.59089
 2.08008, -74.19165, 492.60772, 27.90005, -0.58785,  1.82118,  1.56303, -73.21550, 459.72958, 12.73695, -1.81641,  0.55280
 2.12499, -74.14665, 491.55711, 27.74160, -0.56993,  1.85933,  1.83330, -73.08053, 459.90544, 12.89398, -1.85195,  0.59089
 1.81060, -74.19165, 491.90732, 27.71897, -0.51617,  1.81165,  1.69817, -73.12552, 459.90544, 12.78182, -1.78086,  0.60993
 1.81060, -74.28164, 492.08242, 27.85478, -0.51617,  1.85933,  1.78826, -72.99055, 461.48820, 12.73695, -1.88750,  0.56232
 1.99025, -73.96666, 492.25752, 27.92269, -0.40866,  1.83072,  1.87835, -73.39546, 460.43303, 12.87155, -1.86972,  0.58137
 1.81060, -74.01165, 491.38201, 27.87742, -0.40866,  1.83072,  1.78826, -73.12552, 460.25717, 12.73695, -1.83418,  0.58137
 1.54112, -74.23665, 492.25752, 27.87742, -0.48034,  1.83072,  1.92339, -73.17051, 460.25717, 12.80425, -1.92304,  0.54328
 1.90043, -74.01165, 492.08242, 27.90005, -0.46242,  1.84026,  1.96844, -73.08053, 460.25717, 12.78182, -1.86972,  0.56232
 1.85551, -74.10165, 492.25752, 27.85478, -0.40866,  1.84979,  1.78826, -73.21550, 460.43303, 12.93884, -1.92304,  0.56232
 1.76569, -74.19165, 492.60772, 27.78687, -0.33699,  1.94516,  1.78826, -73.26049, 460.60889, 12.89398, -1.97636,  0.54328
 1.49621, -74.19165, 491.73222, 27.90005, -0.31907,  1.88794,  2.05853, -73.30548, 460.96062, 12.82668, -2.04745,  0.56232
 1.81060, -74.19165, 492.25752, 27.85478, -0.31907,  1.89748,  2.01349, -73.44045, 461.48820, 12.89398, -2.02967,  0.54328
 1.72077, -74.10165, 491.90732, 28.01323, -0.33699,  1.90701,  1.96844, -73.26049, 461.83993, 12.89398, -2.01190,  0.57184
 1.67586, -74.19165, 492.25752, 27.94533, -0.37283,  1.95470,  1.78826, -73.21550, 460.78475, 12.84911, -2.10076,  0.51472
 1.94534, -74.23665, 491.55711, 27.94533, -0.28324,  1.92609,  2.01349, -73.17051, 460.96062, 12.96127, -2.10076,  0.48615
 1.90043, -74.14665, 491.90732, 27.92269, -0.22948,  1.94516,  1.92339, -73.26049, 461.48820, 12.96127, -2.06522,  0.56232
 1.67586, -74.14665, 491.73222, 27.83215, -0.26532,  1.92609,  2.01349, -73.39546, 461.13648, 12.93884, -2.01190,  0.56232
 1.67586, -74.41664, 492.60772, 27.83215, -0.15781,  1.96423,  2.05853, -73.48544, 461.48820, 12.89398, -2.10076,  0.54328
 1.72077, -74.19165, 492.25752, 27.87742, -0.15781,  1.93562,  2.05853, -73.12552, 461.31234, 12.91641, -2.10076,  0.49568
 1.81060, -74.37164, 491.90732, 27.99060, -0.15781,  1.93562,  2.10358, -73.30548, 462.01579, 12.96127, -2.08299,  0.51472
 1.63095, -74.19165, 493.13302, 27.96796, -0.13989,  1.96423,  1.87835, -73.48544, 462.36752, 13.02857, -2.04745,  0.56232
 1.58603, -74.32664, 491.38201, 27.90005, -0.10406,  1.95470,  2.10358, -73.21550, 462.19165, 13.02857, -2.13631,  0.55280
 1.76569, -74.01165, 492.25752, 27.87742, -0.10406,  1.97377,  2.32881, -73.39546, 462.36752, 13.02857, -2.15408,  0.50520
 1.58603, -74.19165, 492.08242, 28.01323, -0.10406,  1.99284,  1.96844, -73.30548, 461.83993, 12.98371, -2.18962,  0.53376
 1.54112, -74.28164, 493.13302, 28.03587, -0.10406,  2.01192,  2.28376, -73.30548, 462.89510, 13.11830, -2.13631,  0.55280
 1.45129, -73.92166, 493.30812, 27.99060, -0.06822,  1.98331,  2.41890, -73.30548, 463.07096, 13.02857, -2.18962,  0.51472
 1.67586, -74.10165, 493.48323, 28.01323, -0.08614,  2.00238,  2.32881, -73.39546, 462.54338, 12.98371, -2.20740,  0.50520
 1.54112, -74.05665, 493.13302, 27.92269,  0.05721,  2.00238,  2.10358, -73.17051, 463.24683, 13.14073, -2.20740,  0.50520
 1.40638, -74.14665, 492.60772, 28.03587,  0.02137,  2.03099,  2.10358, -73.44045, 462.19165, 13.09587, -2.17185,  0.51472
 1.40638, -74.41664, 492.60772, 28.05851,  0.09305,  2.03099,  2.23871, -73.21550, 462.89510, 13.00614, -2.11854,  0.57184
 1.45129, -74.32664, 492.25752, 27.96796,  0.03929,  2.04053,  1.92339, -73.48544, 463.59855, 13.07344, -2.22517,  0.56232
 1.54112, -74.10165, 492.95792, 27.99060,  0.05721,  2.02146,  2.23871, -73.48544, 463.07096, 13.09587, -2.13631,  0.51472
 1.49621, -74.37164, 492.60772, 28.01323,  0.07513,  2.01192,  1.96844, -73.35047, 462.89510, 13.00614, -2.13631,  0.50520
 1.40638, -74.37164, 492.60772, 28.10378,  0.07513,  2.02146,  2.23871, -73.35047, 463.42269, 12.96127, -2.18962,  0.57184
 1.45129, -74.05665, 492.43262, 28.01323,  0.11096,  2.04053,  2.10358, -73.44045, 463.77441, 13.18560, -2.26071,  0.56232
 1.49621, -74.14665, 492.60772, 28.03587,  0.05721,  2.03099,  1.92339, -73.57542, 462.89510, 13.00614, -2.18962,  0.52424
 1.54112, -74.19165, 493.13302, 28.03587,  0.14680,  2.04053,  2.10358, -73.44045, 462.71924, 13.05100, -2.15408,  0.56232
 1.58603, -74.19165, 492.25752, 28.03587,  0.12888,  2.03099,  2.14862, -73.44045, 462.89510, 13.16316, -2.22517,  0.52424
 1.49621, -74.10165, 493.30812, 28.03587,  0.21847,  2.07868,  2.01349, -73.44045, 463.77441, 13.11830, -2.15408,  0.53376
 1.36147, -74.23665, 492.60772, 27.99060,  0.11096,  2.03099,  2.10358, -73.48544, 463.95028, 12.96127, -2.13631,  0.54328
 1.67586, -74.28164, 493.13302, 27.96796,  0.20055,  2.05007,  2.05853, -73.26049, 462.71924, 13.14073, -2.33180,  0.54328
 1.45129, -74.32664, 492.60772, 28.08114,  0.18264,  2.07868,  1.96844, -73.35047, 463.42269, 13.02857, -2.11854,  0.59089
 1.58603, -74.28164, 492.60772, 28.01323,  0.21847,  2.07868,  1.87835, -73.57542, 463.42269, 13.14073, -2.10076,  0.56232
 1.36147, -74.28164, 493.13302, 27.96796,  0.16472,  2.06914,  2.05853, -73.44045, 463.42269, 13.05100, -2.10076,  0.56232
 1.36147, -74.28164, 491.90732, 28.05851,  0.29015,  2.02146,  1.83330, -73.53043, 463.59855, 13.09587, -2.11854,  0.60041
 1.58603, -74.14665, 492.25752, 28.01323,  0.21847,  2.09775,  1.78826, -73.44045, 463.77441, 13.05100, -2.06522,  0.55280
 1.36147, -74.19165, 491.55711, 28.03587,  0.29015,  2.06914,  1.78826, -73.44045, 462.71924, 13.02857, -2.11854,  0.56232
 1.45129, -74.19165, 491.73222, 27.99060,  0.21847,  2.10729,  1.92339, -73.30548, 463.42269, 13.00614, -2.15408,  0.60993
 1.31655, -74.05665, 492.43262, 27.96796,  0.27223,  2.09775,  1.92339, -73.80036, 462.54338, 13.07344, -2.11854,  0.55280
